Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate
2017,32153,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,17.182
2017,32153,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.182
2017,32153,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.182
2017,32154,010010000,COUNTY OF COOK,0.496,17.182
2017,32154,010010001,CONSOLIDATED ELECTIONS,0.031,17.182
2017,32154,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.182
2017,32154,020230000,TOWN RICH,0.262,17.182
2017,32154,020230002,GENERAL ASSISTANCE RICH,0.046,17.182
2017,32154,020230003,ROAD AND BRIDGE RICH,0.097,17.182
2017,32154,031050000,VILLAGE OF   RICHTON PARK,2.026,17.182
2017,32154,031050505,TIF VIL OF RICHTON PARK-SAUK TR/GOV HWY 4,0.000,17.182
2017,32154,041160000,SCHOOL DISTRICT 162,6.413,17.182
2017,32154,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.182
2017,32154,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.182
2017,32154,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,17.182
2017,32154,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.182
2017,32154,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.182
2017,32155,010010000,COUNTY OF COOK,0.496,18.085
2017,32155,010010001,CONSOLIDATED ELECTIONS,0.031,18.085
2017,32155,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,18.085
2017,32155,020230000,TOWN RICH,0.262,18.085
2017,32155,020230002,GENERAL ASSISTANCE RICH,0.046,18.085
2017,32155,020230003,ROAD AND BRIDGE RICH,0.097,18.085
2017,32155,031050000,VILLAGE OF   RICHTON PARK,2.026,18.085
2017,32155,031050504,TIF VIL OF RICHTON PARK-LAKEWOOD 5,0.000,18.085
2017,32155,041130000,SCHOOL DISTRICT 159,7.316,18.085
2017,32155,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,18.085
2017,32155,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,18.085
2017,32155,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,18.085
2017,32155,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.085
2017,32155,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.085
2017,32156,010010000,COUNTY OF COOK,0.496,16.768
2017,32156,010010001,CONSOLIDATED ELECTIONS,0.031,16.768
2017,32156,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,16.768
2017,32156,020230000,TOWN RICH,0.262,16.768
2017,32156,020230002,GENERAL ASSISTANCE RICH,0.046,16.768
2017,32156,020230003,ROAD AND BRIDGE RICH,0.097,16.768
2017,32156,030740000,VILLAGE OF   MATTESON,1.938,16.768
2017,32156,030740505,TIF VIL OF MATTESON-6 LINCOLN/GOVERNORS,0.000,16.768
2017,32156,041160000,SCHOOL DISTRICT 162,6.413,16.768
2017,32156,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,16.768
2017,32156,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,16.768
2017,32156,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,16.768
2017,32156,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,16.768
2017,32156,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,16.768
2017,32157,010010000,COUNTY OF COOK,0.496,17.671
2017,32157,010010001,CONSOLIDATED ELECTIONS,0.031,17.671
2017,32157,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.671
2017,32157,020230000,TOWN RICH,0.262,17.671
2017,32157,020230002,GENERAL ASSISTANCE RICH,0.046,17.671
2017,32157,020230003,ROAD AND BRIDGE RICH,0.097,17.671
2017,32157,030740000,VILLAGE OF   MATTESON,1.938,17.671
2017,32157,030740505,TIF VIL OF MATTESON-6 LINCOLN/GOVERNORS,0.000,17.671
2017,32157,041130000,SCHOOL DISTRICT 159,7.316,17.671
2017,32157,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.671
2017,32157,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.671
2017,32157,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,17.671
2017,32157,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.671
2017,32157,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.671
2017,32158,010010000,COUNTY OF COOK,0.496,17.540
2017,32158,010010001,CONSOLIDATED ELECTIONS,0.031,17.540
2017,32158,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.540
2017,32158,020230000,TOWN RICH,0.262,17.540
2017,32158,020230002,GENERAL ASSISTANCE RICH,0.046,17.540
2017,32158,020230003,ROAD AND BRIDGE RICH,0.097,17.540
2017,32158,030740000,VILLAGE OF   MATTESON,1.938,17.540
2017,32158,030740505,TIF VIL OF MATTESON-6 LINCOLN/GOVERNORS,0.000,17.540
2017,32158,041160000,SCHOOL DISTRICT 162,6.413,17.540
2017,32158,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.540
2017,32158,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.540
2017,32158,050770000,OLYMPIA FIELDS PARK DISTRICT,0.772,17.540
2017,32158,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,17.540
2017,32158,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.540
2017,32158,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.540
2017,32159,010010000,COUNTY OF COOK,0.496,16.978
2017,32159,010010001,CONSOLIDATED ELECTIONS,0.031,16.978
2017,32159,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,16.978
2017,32159,020230000,TOWN RICH,0.262,16.978
2017,32159,020230002,GENERAL ASSISTANCE RICH,0.046,16.978
2017,32159,020230003,ROAD AND BRIDGE RICH,0.097,16.978
2017,32159,030930000,VILLAGE OF   OLYMPIA FIELDS,1.886,16.978
2017,32159,030930001,VILLAGE OF OLYMPIA FIELDS LIBRARY FUND,0.125,16.978
2017,32159,030930101,VILLAGE OF OLYMPIA FIELDS SPEC SERV AREA 2,0.000,16.978
2017,32159,041160000,SCHOOL DISTRICT 162,6.413,16.978
2017,32159,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,16.978
2017,32159,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,16.978
2017,32159,050770000,OLYMPIA FIELDS PARK DISTRICT,0.772,16.978
2017,32159,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,16.978
2017,32159,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,16.978
2017,32160,010010000,COUNTY OF COOK,0.496,17.742
2017,32160,010010001,CONSOLIDATED ELECTIONS,0.031,17.742
2017,32160,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.742
2017,32160,020230000,TOWN RICH,0.262,17.742
2017,32160,020230002,GENERAL ASSISTANCE RICH,0.046,17.742
2017,32160,020230003,ROAD AND BRIDGE RICH,0.097,17.742
2017,32160,030930000,VILLAGE OF   OLYMPIA FIELDS,1.886,17.742
2017,32160,030930001,VILLAGE OF OLYMPIA FIELDS LIBRARY FUND,0.125,17.742
2017,32160,030930102,VILLAGE OF OLYMPIA FIELDS SPEC SERV AREA 3,0.764,17.742
2017,32160,041160000,SCHOOL DISTRICT 162,6.413,17.742
2017,32160,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.742
2017,32160,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.742
2017,32160,050770000,OLYMPIA FIELDS PARK DISTRICT,0.772,17.742
2017,32160,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.742
2017,32160,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.742
2017,32161,010010000,COUNTY OF COOK,0.496,17.182
2017,32161,010010001,CONSOLIDATED ELECTIONS,0.031,17.182
2017,32161,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.182
2017,32161,020230000,TOWN RICH,0.262,17.182
2017,32161,020230002,GENERAL ASSISTANCE RICH,0.046,17.182
2017,32161,020230003,ROAD AND BRIDGE RICH,0.097,17.182
2017,32161,031050000,VILLAGE OF   RICHTON PARK,2.026,17.182
2017,32161,031050506,TIF VIL OF RICHTON PARK-TOWN CENTER,0.000,17.182
2017,32161,041160000,SCHOOL DISTRICT 162,6.413,17.182
2017,32161,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.182
2017,32161,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.182
2017,32161,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,17.182
2017,32161,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.182
2017,32161,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.182
2017,32162,010010000,COUNTY OF COOK,0.496,16.221
2017,32162,010010001,CONSOLIDATED ELECTIONS,0.031,16.221
2017,32162,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,16.221
2017,32162,020230000,TOWN RICH,0.262,16.221
2017,32162,020230002,GENERAL ASSISTANCE RICH,0.046,16.221
2017,32162,020230003,ROAD AND BRIDGE RICH,0.097,16.221
2017,32162,031050000,VILLAGE OF   RICHTON PARK,2.026,16.221
2017,32162,031050506,TIF VIL OF RICHTON PARK-TOWN CENTER,0.000,16.221
2017,32162,041160000,SCHOOL DISTRICT 162,6.413,16.221
2017,32162,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,16.221
2017,32162,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,16.221
2017,32162,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,16.221
2017,32162,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,16.221
2017,32163,010010000,COUNTY OF COOK,0.496,17.182
2017,32163,010010001,CONSOLIDATED ELECTIONS,0.031,17.182
2017,32163,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.182
2017,32163,020230000,TOWN RICH,0.262,17.182
2017,32163,020230002,GENERAL ASSISTANCE RICH,0.046,17.182
2017,32163,020230003,ROAD AND BRIDGE RICH,0.097,17.182
2017,32163,031050000,VILLAGE OF   RICHTON PARK,2.026,17.182
2017,32163,031050100,VIL OF RICHTON PARK SPECIAL SERVICE AREA 1,0.000,17.182
2017,32163,031050506,TIF VIL OF RICHTON PARK-TOWN CENTER,0.000,17.182
2017,32163,041160000,SCHOOL DISTRICT 162,6.413,17.182
2017,32163,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.182
2017,32163,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.182
2017,32163,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,17.182
2017,32163,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.182
2017,32163,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.182
2017,32164,010010000,COUNTY OF COOK,0.496,17.182
2017,32164,010010001,CONSOLIDATED ELECTIONS,0.031,17.182
2017,32164,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.182
2017,32164,020230000,TOWN RICH,0.262,17.182
2017,32164,020230002,GENERAL ASSISTANCE RICH,0.046,17.182
2017,32164,020230003,ROAD AND BRIDGE RICH,0.097,17.182
2017,32164,031050000,VILLAGE OF   RICHTON PARK,2.026,17.182
2017,32164,031050506,TIF VIL OF RICHTON PARK-TOWN CENTER,0.000,17.182
2017,32164,041160000,SCHOOL DISTRICT 162,6.413,17.182
2017,32164,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.182
2017,32164,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.182
2017,32164,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,17.182
2017,32164,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.182
2017,32164,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.182
2017,32165,010010000,COUNTY OF COOK,0.496,17.182
2017,32165,010010001,CONSOLIDATED ELECTIONS,0.031,17.182
2017,32165,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.182
2017,32165,020230000,TOWN RICH,0.262,17.182
2017,32165,020230002,GENERAL ASSISTANCE RICH,0.046,17.182
2017,32165,020230003,ROAD AND BRIDGE RICH,0.097,17.182
2017,32165,031050000,VILLAGE OF   RICHTON PARK,2.026,17.182
2017,32165,031050506,TIF VIL OF RICHTON PARK-TOWN CENTER,0.000,17.182
2017,32165,041160000,SCHOOL DISTRICT 162,6.413,17.182
2017,32165,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.182
2017,32165,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.182
2017,32165,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,17.182
2017,32165,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.182
2017,32165,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.182
2017,32166,010010000,COUNTY OF COOK,0.496,17.182
2017,32166,010010001,CONSOLIDATED ELECTIONS,0.031,17.182
2017,32166,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.182
2017,32166,020230000,TOWN RICH,0.262,17.182
2017,32166,020230002,GENERAL ASSISTANCE RICH,0.046,17.182
2017,32166,020230003,ROAD AND BRIDGE RICH,0.097,17.182
2017,32166,031050000,VILLAGE OF   RICHTON PARK,2.026,17.182
2017,32166,031050506,TIF VIL OF RICHTON PARK-TOWN CENTER,0.000,17.182
2017,32166,041160000,SCHOOL DISTRICT 162,6.413,17.182
2017,32166,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.182
2017,32166,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.182
2017,32166,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,17.182
2017,32166,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.182
2017,32166,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.182
2017,32167,010010000,COUNTY OF COOK,0.496,15.819
2017,32167,010010001,CONSOLIDATED ELECTIONS,0.031,15.819
2017,32167,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.819
2017,32167,020230000,TOWN RICH,0.262,15.819
2017,32167,020230002,GENERAL ASSISTANCE RICH,0.046,15.819
2017,32167,020230003,ROAD AND BRIDGE RICH,0.097,15.819
2017,32167,031050000,VILLAGE OF   RICHTON PARK,2.026,15.819
2017,32167,031050506,TIF VIL OF RICHTON PARK-TOWN CENTER,0.000,15.819
2017,32167,041160000,SCHOOL DISTRICT 162,6.413,15.819
2017,32167,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,15.819
2017,32167,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,15.819
2017,32167,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,15.819
2017,32168,010010000,COUNTY OF COOK,0.496,17.182
2017,32168,010010001,CONSOLIDATED ELECTIONS,0.031,17.182
2017,32168,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.182
2017,32168,020230000,TOWN RICH,0.262,17.182
2017,32168,020230002,GENERAL ASSISTANCE RICH,0.046,17.182
2017,32168,020230003,ROAD AND BRIDGE RICH,0.097,17.182
2017,32168,031050000,VILLAGE OF   RICHTON PARK,2.026,17.182
2017,32168,031050506,TIF VIL OF RICHTON PARK-TOWN CENTER,0.000,17.182
2017,32168,041160000,SCHOOL DISTRICT 162,6.413,17.182
2017,32168,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.182
2017,32168,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.182
2017,32168,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,17.182
2017,32168,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.182
2017,32168,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.182
2017,32169,010010000,COUNTY OF COOK,0.496,17.671
2017,32169,010010001,CONSOLIDATED ELECTIONS,0.031,17.671
2017,32169,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.671
2017,32169,020230000,TOWN RICH,0.262,17.671
2017,32169,020230002,GENERAL ASSISTANCE RICH,0.046,17.671
2017,32169,020230003,ROAD AND BRIDGE RICH,0.097,17.671
2017,32169,030740000,VILLAGE OF   MATTESON,1.938,17.671
2017,32169,030740501,TIF VIL OF MATTESON-COMMONS,0.000,17.671
2017,32169,041130000,SCHOOL DISTRICT 159,7.316,17.671
2017,32169,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.671
2017,32169,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.671
2017,32169,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,17.671
2017,32169,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.671
2017,32169,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.671
2017,32170,010010000,COUNTY OF COOK,0.496,17.671
2017,32170,010010001,CONSOLIDATED ELECTIONS,0.031,17.671
2017,32170,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.671
2017,32170,020230000,TOWN RICH,0.262,17.671
2017,32170,020230002,GENERAL ASSISTANCE RICH,0.046,17.671
2017,32170,020230003,ROAD AND BRIDGE RICH,0.097,17.671
2017,32170,030740000,VILLAGE OF   MATTESON,1.938,17.671
2017,32170,030740503,TIF VIL OF MATTESON-LINCOLN HWY/CICERO,0.000,17.671
2017,32170,041130000,SCHOOL DISTRICT 159,7.316,17.671
2017,32170,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.671
2017,32170,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.671
2017,32170,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,17.671
2017,32170,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.671
2017,32170,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.671
2017,32171,010010000,COUNTY OF COOK,0.496,17.671
2017,32171,010010001,CONSOLIDATED ELECTIONS,0.031,17.671
2017,32171,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.671
2017,32171,020230000,TOWN RICH,0.262,17.671
2017,32171,020230002,GENERAL ASSISTANCE RICH,0.046,17.671
2017,32171,020230003,ROAD AND BRIDGE RICH,0.097,17.671
2017,32171,030740000,VILLAGE OF   MATTESON,1.938,17.671
2017,32171,030740504,TIF VIL OF MATTESON-5,0.000,17.671
2017,32171,041130000,SCHOOL DISTRICT 159,7.316,17.671
2017,32171,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.671
2017,32171,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.671
2017,32171,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,17.671
2017,32171,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.671
2017,32171,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.671
2017,32171,130010000,DRAINAGE DISTRICT  2 TOWN OF RICH,0.000,17.671
2017,32172,010010000,COUNTY OF COOK,0.496,16.768
2017,32172,010010001,CONSOLIDATED ELECTIONS,0.031,16.768
2017,32172,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,16.768
2017,32172,020230000,TOWN RICH,0.262,16.768
2017,32172,020230002,GENERAL ASSISTANCE RICH,0.046,16.768
2017,32172,020230003,ROAD AND BRIDGE RICH,0.097,16.768
2017,32172,030740000,VILLAGE OF   MATTESON,1.938,16.768
2017,32172,030740505,TIF VIL OF MATTESON-6 LINCOLN/GOVERNORS,0.000,16.768
2017,32172,041160000,SCHOOL DISTRICT 162,6.413,16.768
2017,32172,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,16.768
2017,32172,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,16.768
2017,32172,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,16.768
2017,32172,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,16.768
2017,32172,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,16.768
2017,32173,010010000,COUNTY OF COOK,0.496,15.804
2017,32173,010010001,CONSOLIDATED ELECTIONS,0.031,15.804
2017,32173,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.804
2017,32173,020230000,TOWN RICH,0.262,15.804
2017,32173,020230002,GENERAL ASSISTANCE RICH,0.046,15.804
2017,32173,020230003,ROAD AND BRIDGE RICH,0.097,15.804
2017,32173,030930000,VILLAGE OF   OLYMPIA FIELDS,1.886,15.804
2017,32173,030930001,VILLAGE OF OLYMPIA FIELDS LIBRARY FUND,0.125,15.804
2017,32173,041160000,SCHOOL DISTRICT 162,6.413,15.804
2017,32173,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,15.804
2017,32173,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,15.804
2017,32173,080050000,CRAWFORD COUNTRYSIDE SANITARY DISTRICT,0.000,15.804
2017,32173,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,15.804
2017,32174,010010000,COUNTY OF COOK,0.496,16.978
2017,32174,010010001,CONSOLIDATED ELECTIONS,0.031,16.978
2017,32174,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,16.978
2017,32174,020230000,TOWN RICH,0.262,16.978
2017,32174,020230002,GENERAL ASSISTANCE RICH,0.046,16.978
2017,32174,020230003,ROAD AND BRIDGE RICH,0.097,16.978
2017,32174,030930000,VILLAGE OF   OLYMPIA FIELDS,1.886,16.978
2017,32174,030930001,VILLAGE OF OLYMPIA FIELDS LIBRARY FUND,0.125,16.978
2017,32174,030930501,TIF VIL OF OLYMPIA FIELDS-LINCOLN/WESTERN 2,0.000,16.978
2017,32174,041160000,SCHOOL DISTRICT 162,6.413,16.978
2017,32174,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,16.978
2017,32174,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,16.978
2017,32174,050770000,OLYMPIA FIELDS PARK DISTRICT,0.772,16.978
2017,32174,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,16.978
2017,32174,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,16.978
2017,32175,010010000,COUNTY OF COOK,0.496,16.978
2017,32175,010010001,CONSOLIDATED ELECTIONS,0.031,16.978
2017,32175,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,16.978
2017,32175,020230000,TOWN RICH,0.262,16.978
2017,32175,020230002,GENERAL ASSISTANCE RICH,0.046,16.978
2017,32175,020230003,ROAD AND BRIDGE RICH,0.097,16.978
2017,32175,030930000,VILLAGE OF   OLYMPIA FIELDS,1.886,16.978
2017,32175,030930001,VILLAGE OF OLYMPIA FIELDS LIBRARY FUND,0.125,16.978
2017,32175,030930501,TIF VIL OF OLYMPIA FIELDS-LINCOLN/WESTERN 2,0.000,16.978
2017,32175,041160000,SCHOOL DISTRICT 162,6.413,16.978
2017,32175,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,16.978
2017,32175,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,16.978
2017,32175,050770000,OLYMPIA FIELDS PARK DISTRICT,0.772,16.978
2017,32175,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,16.978
2017,32175,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,16.978
2017,32176,010010000,COUNTY OF COOK,0.496,17.182
2017,32176,010010001,CONSOLIDATED ELECTIONS,0.031,17.182
2017,32176,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.182
2017,32176,020230000,TOWN RICH,0.262,17.182
2017,32176,020230002,GENERAL ASSISTANCE RICH,0.046,17.182
2017,32176,020230003,ROAD AND BRIDGE RICH,0.097,17.182
2017,32176,031050000,VILLAGE OF   RICHTON PARK,2.026,17.182
2017,32176,031050506,TIF VIL OF RICHTON PARK-TOWN CENTER,0.000,17.182
2017,32176,041160000,SCHOOL DISTRICT 162,6.413,17.182
2017,32176,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.182
2017,32176,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.182
2017,32176,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,17.182
2017,32176,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.182
2017,32176,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.182
2017,32177,010010000,COUNTY OF COOK,0.496,17.182
2017,32177,010010001,CONSOLIDATED ELECTIONS,0.031,17.182
2017,32177,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.182
2017,32177,020230000,TOWN RICH,0.262,17.182
2017,32177,020230002,GENERAL ASSISTANCE RICH,0.046,17.182
2017,32177,020230003,ROAD AND BRIDGE RICH,0.097,17.182
2017,32177,031050000,VILLAGE OF   RICHTON PARK,2.026,17.182
2017,32177,031050506,TIF VIL OF RICHTON PARK-TOWN CENTER,0.000,17.182
2017,32177,041160000,SCHOOL DISTRICT 162,6.413,17.182
2017,32177,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.182
2017,32177,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.182
2017,32177,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,17.182
2017,32177,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.182
2017,32177,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.182
2017,32178,010010000,COUNTY OF COOK,0.496,18.085
2017,32178,010010001,CONSOLIDATED ELECTIONS,0.031,18.085
2017,32178,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,18.085
2017,32178,020230000,TOWN RICH,0.262,18.085
2017,32178,020230002,GENERAL ASSISTANCE RICH,0.046,18.085
2017,32178,020230003,ROAD AND BRIDGE RICH,0.097,18.085
2017,32178,031050000,VILLAGE OF   RICHTON PARK,2.026,18.085
2017,32178,031050504,TIF VIL OF RICHTON PARK-LAKEWOOD 5,0.000,18.085
2017,32178,041130000,SCHOOL DISTRICT 159,7.316,18.085
2017,32178,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,18.085
2017,32178,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,18.085
2017,32178,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,18.085
2017,32178,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.085
2017,32178,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.085
2017,32179,010010000,COUNTY OF COOK,0.496,16.366
2017,32179,010010001,CONSOLIDATED ELECTIONS,0.031,16.366
